"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","509","Unsuccessful registration with invalid data","tests.users_tests","Tue Dec 02 15:52:16 UTC 2025","passed","Tue Dec 02 15:52:17 UTC 2025","TestUserRegistration","register_user_tests","",""
"","553","Verify service health","tests.root_tests","Tue Dec 02 15:52:09 UTC 2025","passed","Tue Dec 02 15:52:09 UTC 2025","TestHealth","test_health","",""
"","520","Failed authorization with invalid auth data","tests.users_tests","Tue Dec 02 15:52:13 UTC 2025","passed","Tue Dec 02 15:52:14 UTC 2025","TestAuth","auth_tests","",""
"","515","Unsuccessful registration with invalid data","tests.users_tests","Tue Dec 02 15:52:14 UTC 2025","passed","Tue Dec 02 15:52:15 UTC 2025","TestUserRegistration","register_user_tests","",""
"","1428","Successful registration","tests.users_tests","Tue Dec 02 15:52:14 UTC 2025","passed","Tue Dec 02 15:52:16 UTC 2025","TestUserRegistration","register_user_tests","",""
"","391","Failed refresh of access token with invalid refresh token","tests.users_tests","Tue Dec 02 15:52:13 UTC 2025","passed","Tue Dec 02 15:52:14 UTC 2025","TestAuth","auth_tests","",""
"","400","Unsuccessful registration with invalid data","tests.users_tests","Tue Dec 02 15:52:18 UTC 2025","passed","Tue Dec 02 15:52:18 UTC 2025","TestUserRegistration","register_user_tests","",""
"","1073","Failed authorization with invalid auth data","tests.users_tests","Tue Dec 02 15:52:09 UTC 2025","passed","Tue Dec 02 15:52:10 UTC 2025","TestAuth","auth_tests","",""
"","513","Verify service is working","tests.root_tests","Tue Dec 02 15:52:09 UTC 2025","passed","Tue Dec 02 15:52:10 UTC 2025","TestRoot","test_root","",""
"","3068","Successful registration","tests.users_tests","Tue Dec 02 15:52:10 UTC 2025","passed","Tue Dec 02 15:52:13 UTC 2025","TestUserRegistration","register_user_tests","",""
"","521","Unsuccessful registration with invalid data","tests.users_tests","Tue Dec 02 15:52:17 UTC 2025","passed","Tue Dec 02 15:52:18 UTC 2025","TestUserRegistration","register_user_tests","",""
"","515","Unsuccessful registration with invalid data","tests.users_tests","Tue Dec 02 15:52:15 UTC 2025","passed","Tue Dec 02 15:52:16 UTC 2025","TestUserRegistration","register_user_tests","",""
"","1270","Successful registration","tests.users_tests","Tue Dec 02 15:52:15 UTC 2025","passed","Tue Dec 02 15:52:16 UTC 2025","TestUserRegistration","register_user_tests","",""
"","548","Failed authorization with invalid auth data","tests.users_tests","Tue Dec 02 15:52:10 UTC 2025","passed","Tue Dec 02 15:52:10 UTC 2025","TestAuth","auth_tests","",""
"","576","Failed authorization with invalid auth data","tests.users_tests","Tue Dec 02 15:52:09 UTC 2025","passed","Tue Dec 02 15:52:09 UTC 2025","TestAuth","auth_tests","",""
"","406","Successful refresh of access token","tests.users_tests","Tue Dec 02 15:52:13 UTC 2025","passed","Tue Dec 02 15:52:13 UTC 2025","TestAuth","auth_tests","",""
"","425","Failed refresh of access token with invalid refresh token","tests.users_tests","Tue Dec 02 15:52:16 UTC 2025","passed","Tue Dec 02 15:52:17 UTC 2025","TestAuth","auth_tests","",""
"","522","Unsuccessful registration with invalid data","tests.users_tests","Tue Dec 02 15:52:17 UTC 2025","passed","Tue Dec 02 15:52:18 UTC 2025","TestUserRegistration","register_user_tests","",""
"","447","Unsuccessful registration with invalid data","tests.users_tests","Tue Dec 02 15:52:15 UTC 2025","passed","Tue Dec 02 15:52:15 UTC 2025","TestUserRegistration","register_user_tests","",""
"","471","Unsuccessful registration with invalid data","tests.users_tests","Tue Dec 02 15:52:17 UTC 2025","passed","Tue Dec 02 15:52:18 UTC 2025","TestUserRegistration","register_user_tests","",""
"","767","Successful authorization","tests.users_tests","Tue Dec 02 15:52:12 UTC 2025","passed","Tue Dec 02 15:52:13 UTC 2025","TestAuth","auth_tests","",""
