"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1042","Successful registration","tests.users_tests","Sun Dec 07 19:37:02 UTC 2025","passed","Sun Dec 07 19:37:03 UTC 2025","TestUserRegistration","test_registration","",""
"","1158","Successful authorization","tests.users_tests","Sun Dec 07 19:36:55 UTC 2025","passed","Sun Dec 07 19:36:56 UTC 2025","TestAuth","test_auth","",""
"","394","Unsuccessful registration with invalid data","tests.users_tests","Sun Dec 07 19:37:02 UTC 2025","passed","Sun Dec 07 19:37:03 UTC 2025","TestUserRegistration","test_registration","",""
"","407","Failed authorization with invalid auth data","tests.users_tests","Sun Dec 07 19:36:58 UTC 2025","passed","Sun Dec 07 19:36:59 UTC 2025","TestAuth","test_auth","",""
"","403","Failed authorization with invalid auth data","tests.users_tests","Sun Dec 07 19:36:57 UTC 2025","passed","Sun Dec 07 19:36:58 UTC 2025","TestAuth","test_auth","",""
"","521","Verify service is working","tests.root_tests","Sun Dec 07 19:36:51 UTC 2025","passed","Sun Dec 07 19:36:51 UTC 2025","TestRoot","test_root","",""
"","598","Category creation: Access denied for non-authenticated user","tests.categories_tests","Sun Dec 07 19:36:48 UTC 2025","passed","Sun Dec 07 19:36:49 UTC 2025","TestPostCategory","test_create_category","",""
"","2873","Try to update category by non-admin roles (seller, buyer)","tests.categories_tests","Sun Dec 07 19:36:55 UTC 2025","passed","Sun Dec 07 19:36:57 UTC 2025","TestUpdateCategory","test_update_category","",""
"","520","Try to update category without providing its id","tests.categories_tests","Sun Dec 07 19:36:50 UTC 2025","passed","Sun Dec 07 19:36:50 UTC 2025","TestUpdateCategory","test_update_category","",""
"","1035","Failed authorization with invalid auth data","tests.users_tests","Sun Dec 07 19:36:55 UTC 2025","passed","Sun Dec 07 19:36:56 UTC 2025","TestAuth","test_auth","",""
"","607","Try to delete category without providing its id","tests.categories_tests","Sun Dec 07 19:36:48 UTC 2025","passed","Sun Dec 07 19:36:49 UTC 2025","TestDeleteCategory","test_delete_category","",""
"","487","Failed authorization with invalid auth data","tests.users_tests","Sun Dec 07 19:36:56 UTC 2025","passed","Sun Dec 07 19:36:57 UTC 2025","TestAuth","test_auth","",""
"","5475","Try to delete category by non-admin roles (seller, buyer)","tests.categories_tests","Sun Dec 07 19:36:48 UTC 2025","passed","Sun Dec 07 19:36:54 UTC 2025","TestDeleteCategory","test_delete_category","",""
"","400","Unsuccessful registration with invalid data","tests.users_tests","Sun Dec 07 19:37:03 UTC 2025","passed","Sun Dec 07 19:37:04 UTC 2025","TestUserRegistration","test_registration","",""
"","538","Unsuccessful registration with invalid data","tests.users_tests","Sun Dec 07 19:37:03 UTC 2025","passed","Sun Dec 07 19:37:04 UTC 2025","TestUserRegistration","test_registration","",""
"","515","Unsuccessful registration with invalid data","tests.users_tests","Sun Dec 07 19:37:02 UTC 2025","passed","Sun Dec 07 19:37:02 UTC 2025","TestUserRegistration","test_registration","",""
"","3853","Unsuccessful registration with invalid data","tests.users_tests","Sun Dec 07 19:37:03 UTC 2025","passed","Sun Dec 07 19:37:07 UTC 2025","TestUserRegistration","test_registration","",""
"","5452","Category creation: Access denied for non-admin roles (seller, buyer)","tests.categories_tests","Sun Dec 07 19:36:48 UTC 2025","passed","Sun Dec 07 19:36:54 UTC 2025","TestPostCategory","test_create_category","",""
"","400","Unsuccessful registration with invalid data","tests.users_tests","Sun Dec 07 19:37:04 UTC 2025","passed","Sun Dec 07 19:37:04 UTC 2025","TestUserRegistration","test_registration","",""
"","1162","Successful registration","tests.users_tests","Sun Dec 07 19:36:59 UTC 2025","passed","Sun Dec 07 19:37:00 UTC 2025","TestUserRegistration","test_registration","",""
"","500","Failed refresh of access token with invalid refresh token","tests.users_tests","Sun Dec 07 19:36:59 UTC 2025","passed","Sun Dec 07 19:37:00 UTC 2025","TestAuth","test_auth","",""
"","4872","Try to delete category by non-admin roles (seller, buyer)","tests.categories_tests","Sun Dec 07 19:36:49 UTC 2025","passed","Sun Dec 07 19:36:54 UTC 2025","TestDeleteCategory","test_delete_category","",""
"","1159","Successful registration","tests.users_tests","Sun Dec 07 19:37:01 UTC 2025","passed","Sun Dec 07 19:37:02 UTC 2025","TestUserRegistration","test_registration","",""
"","652","Try to update category by non-authenticated user","tests.categories_tests","Sun Dec 07 19:36:49 UTC 2025","passed","Sun Dec 07 19:36:50 UTC 2025","TestUpdateCategory","test_update_category","",""
"","552","Try to delete category by non-authenticated user","tests.categories_tests","Sun Dec 07 19:36:55 UTC 2025","passed","Sun Dec 07 19:36:55 UTC 2025","TestDeleteCategory","test_delete_category","",""
"","573","Successfully get all categories","tests.categories_tests","Sun Dec 07 19:36:49 UTC 2025","passed","Sun Dec 07 19:36:49 UTC 2025","TestGetCategories","test_get_categories","",""
"","532","Verify service health","tests.root_tests","Sun Dec 07 19:36:50 UTC 2025","passed","Sun Dec 07 19:36:51 UTC 2025","TestHealth","test_health","",""
"","397","Unsuccessful registration with invalid data","tests.users_tests","Sun Dec 07 19:37:04 UTC 2025","passed","Sun Dec 07 19:37:04 UTC 2025","TestUserRegistration","test_registration","",""
"","558","Unsuccessful registration with invalid data","tests.users_tests","Sun Dec 07 19:37:01 UTC 2025","passed","Sun Dec 07 19:37:02 UTC 2025","TestUserRegistration","test_registration","",""
"","2863","Category creation: Access denied for non-admin roles (seller, buyer)","tests.categories_tests","Sun Dec 07 19:36:55 UTC 2025","passed","Sun Dec 07 19:36:57 UTC 2025","TestPostCategory","test_create_category","",""
"","2276","Try to update category by non-admin roles (seller, buyer)","tests.categories_tests","Sun Dec 07 19:36:58 UTC 2025","passed","Sun Dec 07 19:37:01 UTC 2025","TestUpdateCategory","test_update_category","",""
"","412","Failed refresh of access token with invalid refresh token","tests.users_tests","Sun Dec 07 19:37:02 UTC 2025","passed","Sun Dec 07 19:37:02 UTC 2025","TestAuth","test_auth","",""
"","414","Successful refresh of access token","tests.users_tests","Sun Dec 07 19:36:59 UTC 2025","passed","Sun Dec 07 19:36:59 UTC 2025","TestAuth","test_auth","",""
